1002592	4764855,5309342;
1002594	4284242;
1002596	4854223;
1002598	5016320,5003669;
1002600	5193853,4310180,4039066,4668597,4715623,4325981,4227720,5368334,4780397,5487567,4210346,4796921,4033059,5772249,4277514,4265469,4175776;
1002602	4413433;
1002611	3935878,5435105;
100262	4587779;
1002633	4209094,4477016;
1002635	4015134,3935719,3872304;
1002639	4756556,5732833;
1002651	4148255,4292732;
1002673	4655627;
1002677	4925576;
1002699	4519367,3963670;
1002701	5004296,3984888,4100628;
1002707	5238691;
1002709	5832651,4845876,3944058;
1002710	4272888;
1002732	4174579;
1002734	5509213,5864959;
1002738	5533242,4897901,5649343;
1002741	4586359;
1002752	5967190,4585170;
1002761	3918685;
1002774	5546973,4607422,4452428;
1002781	5837095,5603585;
1002783	4973016,4225106,4307672;
1002785	5537774;
1002792	5904844,4464256,5622623,4502956,4619764,4565629,5547572;
1002798	4964232;
100280	5071663;
1002822	4166713;
1002826	4741335,4722338,4530357;
1002833	4164382,4915580,4178124,4159191,4019828,4218175,4508973;
1002835	4557462;
1002842	5979469,5320042,6004402,5575436,5851935;
1002851	5865628,4402672;
1002859	3892098;
1002875	4479785;
1002897	5034759;
1002901	4022362,5165148;
1002907	4637241,5253501;
1002910	4158266,4431276;
1002912	4137586,4015300;
1002932	5503191,5404914,5771941;
1002938	4368758,4313594;
1002947	4354578;
1002949	4463728;
1002958	4142431,4635837,3998120,5013291;
1002961	5746768;
1002963	3991897;
1002974	4514866;
1002981	5596832,5694715;
1002989	4070266;
1002992	3999551;
1002994	4278382;
1003009	4006326;
100301	4564368;
1003016	5415310;
1003018	5307881;
1003023	4089514;
1003025	5096270;
1003038	5730280;
1003045	4480675,5524693;
1003047	4628547,5337798;
1003049	4512233,4276804;
1003050	4943204,4650036;
1003065	4826124;
1003069	4673361,5842830;
1003070	5339522;
1003087	4558858;
1003108	5518348,5980173,5908184,4011632;
1003119	5547240;
1003122	4911339;
1003131	5035195,4258748;
1003140	4401397,4460293;
1003159	4229116,5882134;
1003180	4529375,4915621;
1003193	5662555;
1003201	4338847,4383464;
1003232	4557255;
1003245	4105247,4288123,5558391,3987994;
1003247	5810217;
1003256	4915264,5445180,5277338;
1003258	5016404;
1003263	5595154,4083663;
1003267	5433782;
1003285	4871141,5040763;
1003296	5352252;
1003302	5776213,5797974,5766286,5766287;
1003304	4741462;
1003315	4532821;
1003317	4414884;
1003326	5251936,5002310,4157842,4346917,5199924;
1003333	4250826;
1003355	4611944,4594018;
1003362	4679737;
1003364	4509927;
1003368	4348166;
100338	4557063;
1003382	4294169;
1003388	5479675,5303445;
1003391	5009610,4317424,5096430;
1003407	3970170;
1003410	4448686,4957632;
1003412	4603710,5678604;
1003441	3890923,3889632;
1003443	5658411,4630891,5770283,4998666,4268983,5294470,5683774,4718553,5510171;
1003487	5964743,5181915;
1003489	5090059,5740552,3949875,5034999;
1003490	5329863;
1003517	4478016;
1003540	5829618,4281813,4706409,5287985;
1003566	4442922;
1003575	4111025,4594872;
1003579	4215841,4153227;
1003584	5682933;
1003597	4376458;
1003614	5062463;
1003618	5940934;
1003621	5346040;
1003630	5304048;
1003632	4829877;
1003636	4269136,4203383;
1003647	4930179,5117529,5626672;
1003652	4083080;
1003661	4070131,5133637;
1003663	4098013;
1003669	5044501;
100367	5860342,5765459;
1003696	4815180,5651273,5662251,5433981,4763490,5136858,5987919;
1003700	4598862,4655395,4545221;
1003702	4126518;
1003708	4302683,5408824,5560196,5660038;
1003711	5114061;
1003720	4463074,4108654,4387154,4362806,4411973,4387146,4764670,4876167,4375507;
1003722	3871091;
1003724	5895111,5879070,4484104,5779351;
1003735	3923296;
100374	5419454,5158193;
1003753	4009612;
1003759	4299171;
1003780	4637177;
1003797	4340216;
1003807	4148151;
1003816	4854083;
1003821	3938521;
1003836	4542039;
1003849	4155151,4322200,4561275,4289008,4651548;
1003856	5566645;
1003865	4559655;
1003867	4969342;
1003878	5713650;
100389	5261441,4096877;
1003892	3972645;
1003911	4168786;
1003913	4793442,4113064;
1003920	4649973;
100394	3866952;
1003942	5775828;
1003953	4283995;
1003957	4472953;
1003973	5688069,5439309,5919205,5827006;
1003995	4034926,4913364;
1003997	5456278,5983759;
10040	5107936;
1004019	4238053;
1004028	4575988;
1004051	4458457;
1004053	4225254,4543996;
1004055	4432153,4308679,4359358,5021274,3927484,4324823,4724166,4345393,3958744,4872707,4306367;
1004095	5852992;
1004103	5980482,5795330,4911704;
1004112	5582477;
1004114	4527485;
1004116	4867038;
1004118	5306148,5232362,4778387;
1004130	5180325;
1004141	4460432;
1004145	5492438,4260296,3950903;
1004172	4170837,4437250;
1004174	4807537;
1004185	4580617;
1004192	5300100,5662695,5165400,4466439,5324319;
1004194	4995167,4689889,4137636,4057903;
100420	4646795;
1004202	4967693;
1004204	4033319;
1004215	5549029,5998721,4277090;
1004224	4312408;
1004226	4945704;
1004237	4586750,5333356,5473794;
1004242	4072319;
1004253	4890679;
1004268	5020651;
1004275	5855054;
1004282	5624169,4792445;
1004284	4723632,4787478,4862994,4938312,5165501,4394887;
1004288	3861154,4836714,4644710,4693635,4497590,4585371;
1004291	5328358,5266026,5397234,5083915,5133334,5002038,5040970,5924860,5085202,5443380;
1004297	5666683;
1004312	4832389,4117825,4494786,4955650;
1004327	5505610,5505611,5807591,5503546,5505607,5571464,5277853,5544405,5395228,5540869;
1004332	4184336;
1004334	4444319;
1004336	4363351,5560154;
1004338	5617690,5577360;
1004345	5360042;
1004361	4133865,4335088;
1004369	5118401,4696669;
1004389	5125874,4345904;
1004392	5494048,5341976,5632283;
1004394	4904271;
1004402	4106652;
1004404	4850110;
1004419	4219237,4726712,4120355,4131416;
1004424	5339721,6000162,4015512,5815973;
1004446	4860786;
1004453	4328096;
100446	4958577;
1004468	5433188,3896632,4922890,5086754,4987881,5168728;
1004471	4510692,5167073;
100448	5608963;
1004482	4094016;
1004503	5649378;
1004505	5762896,5723391;
1004507	4831665,5163272,4800592,5367706;
1004521	5091999;
1004523	4648463;
1004541	5791228;
1004550	4424604,3863945,5438937,5426817,5586803;
1004561	5231904,5103697,4903556;
1004569	4936696;
1004574	4136913,4479661;
1004578	4482310,4156519;
1004589	5427426;
1004617	5010632;
1004620	5628594,4589174;
1004644	4597276,4783980;
1004648	4621528;
100466	5816879,5269716;
1004660	4300473,4079695;
1004662	5645248,5203523,5348251;
1004664	4062912,4340340;
1004673	5242563;
1004699	4262629;
1004707	4109834;
1004709	4735361;
1004716	5035455;
1004718	4027486,4712944,5556229;
1004734	4667359;
1004743	4898238,5722649;
1004758	5692401,5934111;
1004776	4108198,5135371;
1004794	5067510;
1004802	4681232,4466638,4436442;
1004822	4669953,4044561;
1004853	4251186;
1004855	4556015;
1004859	3952462;
1004871	3957298;
1004888	4230094,4059094,4604991,3903699,3958755,3991937;
1004891	5023102,4923708;
1004901	5555931;
1004905	5235891;
1004923	4160813;
1004936	4810124;
1004938	4761919;
1004956	4883942;
1004987	4171803;
1004996	4974502,5836461;
1004998	5356033,5009329;
1005005	4617033;
1005010	5775907,4595186,5829971,5599183;
1005012	5331727,5901524,4761930,3927624,4608801;
1005014	5449083;
1005016	4060217;
1005032	3977495;
1005041	5474389;
1005049	4842124,5343995;
100505	4207655;
1005054	4350384;
1005061	5509806,5316480,3973839,4752065;
1005063	5984326,4136889,5863052;
1005078	4198783;
1005090	4599942;
1005094	5853129;
1005098	4781106;
1005108	4487553;
1005111	4757305;
1005128	4905869,4125046,5732610,4697488;
1005131	4224021;
1005142	3885922;
1005153	4759555;
1005157	4696217;
1005166	4342903;
1005173	4583472;
1005180	5768821,5106622,4215508;
1005186	5868644,5868645;
1005199	4734061,5069636;
1005209	5303884;
1005227	5961265,4092080;
1005236	4213412,4577578;
1005249	4996815,4226066;
1005250	4193361;
1005263	4688467,3906651,5551179;
1005269	4365411;
1005278	5674023;
1005281	5388370;
1005283	4630453,4166465,3986497,4708417;
1005290	5652995,3892008;
1005333	4262635;
1005344	4055024;
1005360	4501951,4501713;
1005364	3922135;
1005371	5192156;
1005375	4360181,4263738;
1005380	5299692,4684458;
1005382	4645036,5215213,4106609;
1005391	5598914;
1005395	4387692,4367718,4463738;
1005401	5035070;
1005403	5630509,5593086;
1005407	4311327,4337970;
1005409	4291702,4341224;
1005412	4090522;
1005423	5524997,5697721;
1005429	4472110;
1005434	5881583;
1005443	5258176,4905408,5095648,5058314,5630290;
1005445	4527310;
1005452	5074423;
1005478	4037557;
1005496	4411144,4336698,5974912,5884515,4177657;
1005502	5709070;
1005506	4536019,5165735;
1005511	5901378;
1005517	5481239;
1005522	4270671;
1005535	4084518,3955322;
1005542	5784983;
1005544	3897109,4023510,4391472;
1005551	4120485;
1005553	4154642;
1005564	5981003;
100558	5549347;
1005584	4010790,3881539;
1005610	4311290;
1005616	5205720,3937168;
1005618	5746463,5897152;
1005630	4154140;
1005641	4779648,4762147;
1005656	4099747;
1005661	4439923,4249308,5860215,4635363;
1005667	4584788,4257184;
1005678	5439337;
1005689	4560303;
1005690	5157979,5658134,5882319;
1005696	5120089,4872706,5076613;
1005698	5701836;
1005702	4795107;
1005713	4191025,5294090;
1005720	4316369;
1005722	4353508;
1005731	4146308;
1005733	5961787,5776319;
1005746	4737070;
1005751	4538834,4679827,3877488;
1005760	4538338,4547943,4649894;
1005762	5191163;
1005768	4444380;
1005782	3887058;
1005791	4659078;
1005801	4307479,4068789,4760947;
1005810	5127611,3951363;
1005816	5046492,4506667,5425358,4955374,4506665;
1005825	4126094;
1005827	4616418;
1005834	5083338,4150908;
1005836	5925209;
1005849	5725263;
1005852	4987753,4226102;
100587	5244689,4925697,5789012,5234706;
1005870	4903846,4047687,4213418;
1005881	5024174;
1005885	4447994,4254595,3967419;
1005890	3986233;
1005894	4754563,4000570,4531313,4671002,4703570,4519178;
1005906	4366975;
1005911	5377485,4078871,4508971;
1005933	5222618,5263604;
1005948	4105204,5421579,5993326,4928974;
1005957	4386894;
1005959	4513564;
1005964	4737097;
1005968	4676372;
1005971	5520289;
1005975	5288283;
1005977	5599463,4594155,5770078;
1005980	4945953;
1005984	4411295;
1005991	5850923;
1006000	5103597,5879229,4910923,5431597,5499556,5195277,5189845,5607347;
1006008	4523698;
1006031	5870798;
1006035	4432711;
1006040	4380404;
1006053	3931951,5656194;
1006075	5131570,3990538,5180244;
1006077	4045554;
1006105	5442959,4693117;
1006114	4093241;
1006116	4629363,5765966;
1006118	4056074,5911190,5549491;
1006138	4428394;
1006163	5228810,5400994,5015125,5314161;
1006172	4716837;
1006174	3960417;
1006190	5649723,5800108,5441310;
1006194	5878761;
1006211	4257647;
1006217	5135171,4976465;
1006228	4235154,3995530,4068595,4092903;
1006231	4289562;
1006239	5417143;
1006240	5085239,4979535,5611364;
1006244	3892215,5462080;
1006248	4067675;
100626	4763885;
1006260	5193572;
1006268	4261593;
1006271	5741341;
1006295	4862540;
1006309	4071191;
1006314	4909517;
1006334	4993560,5513456,4917342,5697506,4442617;
1006341	5405324,3943936;
1006347	4049301,4504085,4212606;
100635	4628555;
1006361	4577092;
1006363	4641705;
1006367	4821378,4797974,4615078;
1006374	4110941,3977134;
1006383	5252115;
100639	4601080;
1006394	5488213,4056700;
1006415	4696066,5529569,3989924,4404460,5471767;
100642	4132396,5692734;
1006424	4811770;
1006448	3907340;
1006468	4167359;
1006473	4457071;
1006475	4878363;
1006510	5634212;
1006516	4575078;
1006521	5957022;
1006532	4730636;
1006543	3876857;
1006563	4334555;
1006574	5682681,4748880;
1006576	5819445;
1006585	5988967;
1006596	3964720;
1006622	5637217,5733239,5795477,5720705;
1006626	4995670;
1006628	5522780;
1006648	3877470;
1006655	4649368;
1006660	4277237;
1006662	5575912;
1006671	3902745,4736969,4305608;
1006679	5542322;
1006684	5305738,4048989;
1006693	4056017,4560129;
1006699	4403421,4584776;
1006714	5362072;
1006716	4544092,4570883,5332149,4591090;
1006725	4212681,4134773,4011094;
1006730	5795467,5895579,4349296;
1006736	4251383;
1006741	3955233,5791008;
1006750	4790519;
1006758	5609213,4653590;
1006761	4567800;
1006765	5031270;
1006767	5455175,3864547,5909535,4835367,5935522;
1006774	5776209,4909955;
1006783	4240313,4366737,4119003;
1006790	4446958;
1006792	4982656;
10068	5283986;
1006804	4826194;
1006811	5794483;
1006815	5388340;
1006819	3965990,5452769;
1006820	5533894;
1006840	3895457,5127868;
1006844	3957122;
1006857	5382107,5074414;
100686	5875695;
1006862	5241704,5148549;
1006871	4444074;
1006873	4245493;
1006875	4982668;
1006895	4171822,5701998,4546670;
1006907	4475340,4366674,4432205,4439983;
100691	3947973;
1006914	5652563;
1006925	4637271;
1006927	4849197;
1006929	4107202,4096174,4120893,4107201;
1006945	4798599,4232671;
1006950	4537084,4449053;
1006952	5692809,3860293;
1006974	4838515,4671492,5087004;
1006976	4755164;
1006985	4790549,5256025,4531752,5074064,5465987,4756540;
1006989	4785770;
1006990	5344058;
1007005	5292057;
1007010	4177780;
1007012	4272173;
1007016	6007007,4474334;
1007018	5490550,3980119;
1007025	4980992;
1007038	4290205,5103566;
1007041	5083836,5201567,5299852,5328231;
100705	4842447;
1007052	4657317;
1007065	4182205;
1007069	4194929;
100709	4057220;
1007090	4377013,3864779;
100710	5103955;
1007113	3937319,4170327,4588081,5118175;
1007137	4011623;
1007142	4049831;
1007144	4364300;
1007153	4167397,4226601,4280817,4055400,4308808,4582005,4542704,4232615,4092125;
1007223	4441429;
1007230	4955789,4764087;
1007236	4688709;
1007241	5052314;
1007247	4209962;
1007258	5626275,5328076;
1007272	4697854,4373300,5035304;
1007276	5547527;
1007278	4102130;
1007289	3964884,4248611,4221577,4581048,3881900,4244714;
1007306	5390719,5310228;
1007311	5415552;
1007317	4752164;
1007319	3965616,3949524;
1007320	5694958,4165757;
1007322	4996752,3952987,4562983,5701923,5921196,5779386;
1007326	4079970,4924913;
1007328	5758383;
1007346	5127728,5781290;
1007348	4207828;
1007353	4007542;
1007355	4907325;
1007377	3991659;
1007388	3969207;
1007399	3959863;
1007405	5645248,5096141,5110070;
1007410	5935045,5125270;
1007418	5535961;
1007423	4562886;
1007429	5549214;
1007434	4992035;
1007441	4641423;
1007449	3912630;
1007452	5372349;
1007458	5115856;
1007461	5405186,5417200;
1007467	4575341;
1007472	5005912;
1007489	5024409,4527762;
1007492	5577851,3938898;
1007494	3986371,5127240;
1007498	4748545;
1007506	3949256;
1007511	3949533;
1007513	4377039,4064386;
1007515	5429075;
1007526	5096190,5232427;
1007539	5253426;
1007540	4911138,4660539;
1007555	5810911;
1007557	5586416,4788809;
1007568	4753465;
1007584	4651586;
1007586	5524651,5526830,5379783,5634479,5398705,5441061;
100761	4725195,5051059;
1007616	5031655;
1007623	4374635;
1007627	4850210;
1007634	4433498;
1007636	4574787;
1007663	4417842,4397492,4269442,5522633;
1007667	5533671,5407106,4214630;
1007689	5305533;
1007700	4009704;
1007717	4704052;
100772	5876157,4375341,3907452;
1007733	5070555;
1007744	5511456;
1007760	4293190,4132187,4614360,4730846,4241526;
1007795	4114812;
1007816	4786199,4066367;
1007829	4354325,5690134;
1007843	4984763,4928834;
1007854	5992344;
1007861	4941414,5357877,4927312;
1007867	5868592,5593333,4889510;
1007878	4025099,4199927,4903856;
1007887	5127895;
1007890	4463488;
1007894	5141847;
10079	4537563;
100790	5705372;
1007908	4985266;
1007922	5000171,4408355;
1007931	5490349;
1007942	4245491;
1007944	3933023;
1007957	5526889;
1007960	4319512,5081894;
1007971	5042512;
1007973	3865681;
1007980	4483232,4656914;
1007997	3987907,4032017;
1008002	4326770;
1008017	5746749,3872869,5370620;
1008028	4285672,5002489;
1008037	4802708,4081198,4512607,4373756;
1008048	4795474,5466085;
1008068	4590869;
1008071	4133533,4145787;
1008073	5224703;
1008075	5435644,4632470;
1008084	4657457;
1008086	4378184;
1008088	4202095;
1008107	5829075;
1008109	4488316,4239352,5007110,5153943;
1008118	5467566,3861104;
1008125	4401037,5921191,4773338;
1008145	5526554,5558481;
1008150	3917311;
1008170	4178908;
1008176	5212859;
1008178	4362016;
1008187	5895065;
1008189	4528488;
1008190	5568950;
1008192	4466563;
10082	5290008;
1008202	4367806;
1008204	4277273,4971615,4664691;
1008220	3988031,4592578;
1008226	5794344;
1008233	4736890;
1008237	4480368;
1008239	4457432;
1008260	5933990;
1008262	4274756;
1008264	4258897,5538361;
1008301	4299066,4195949,4913590;
1008309	4605108,4159050,5370511;
1008323	3924371,5623843,5463834,5226829;
1008327	4556158,4177908;
1008343	4333289,4426814;
1008352	5341982,4255888;
1008363	4147463;
1008370	4181815,5132488;
1008372	4834610,4204356,4408956;
1008383	4443308;
1008411	4628293;
1008424	4214778;
1008426	4016733;
1008446	3880109;
1008466	5971662;
1008471	4560363;
1008477	5718344,5477968;
100848	4781230;
1008480	5295474,5488943,5383446,4026263;
1008491	5622016;
1008503	5437084;
1008507	5490458;
1008509	5927672;
1008516	3865256;
1008518	5853331;
1008532	3956894;
1008538	4493278;
1008545	5335575,4223860,5137236,4317553;
1008547	3881275;
1008556	4306935,4142933;
1008574	3975069;
1008578	4700438;
1008592	4441547;
1008602	4398454,4137832;
1008604	5293975,3913172,5898975,5722117,5867868,4262385,5364148,4754858,5675867,3952383;
1008619	5480337,5830035,5112265;
1008628	5286339;
1008646	4152392,4062287,4062288;
1008648	5979056;
1008666	5098147;
100868	5921698;
1008680	5429285;
1008682	5217324,4156347;
1008684	4367848;
1008727	4401397;
1008730	4827949;
1008734	5833286;
1008743	5850842;
